id,texto,sentimiento,fuente,version
1130,La plataforma tuvo demasiados errores,negativo,manual,v2
1131,La plataforma no cumplio lo esperado,negativo,manual,v2
1132,La plataforma se interrumpio sin aviso,negativo,manual,v2
1133,La plataforma fue dificil de completar,negativo,manual,v2
1134,La plataforma genero mucha confusion,negativo,manual,v2
1135,La plataforma tuvo baja calidad,negativo,manual,v2
1136,La plataforma fue incompleta y tardia,negativo,manual,v2
1137,La plataforma no ayudo a resolver la duda,negativo,manual,v2
1138,La plataforma se desarrollo con demoras,negativo,manual,v2
1139,La plataforma dejo una mala impresion,negativo,manual,v2
1140,La plataforma fue poco confiable durante el uso,negativo,manual,v2
1141,La plataforma respondio de forma deficiente,negativo,manual,v2
1142,La plataforma empeoro la experiencia general,negativo,manual,v2
1143,La plataforma fue fria y poco clara,negativo,manual,v2
1144,La plataforma impidio avanzar correctamente,negativo,manual,v2
1145,La plataforma tuvo un resultado negativo,negativo,manual,v2
1146,La plataforma llego en mal estado,negativo,manual,v2
1147,La plataforma se gestiono incorrectamente,negativo,manual,v2
1148,La plataforma fue complicada y poco practica,negativo,manual,v2
1149,La plataforma entrego informacion insuficiente,negativo,manual,v2
1150,La plataforma mostro un desempeno inestable,negativo,manual,v2
1151,El sistema fue lento y confuso,negativo,manual,v2
1152,El sistema no resolvio el problema,negativo,manual,v2
1153,El sistema presento fallas constantes,negativo,manual,v2
1154,El sistema resulto insatisfactorio,negativo,manual,v2
1155,El sistema tuvo demasiados errores,negativo,manual,v2
1156,El sistema no cumplio lo esperado,negativo,manual,v2
1157,El sistema se interrumpio sin aviso,negativo,manual,v2
1158,El sistema fue dificil de completar,negativo,manual,v2
1159,El sistema genero mucha confusion,negativo,manual,v2
1160,El sistema tuvo baja calidad,negativo,manual,v2
1161,El sistema fue incompleta y tardia,negativo,manual,v2
1162,El sistema no ayudo a resolver la duda,negativo,manual,v2
1163,El sistema se desarrollo con demoras,negativo,manual,v2
1164,El sistema dejo una mala impresion,negativo,manual,v2
1165,El sistema fue poco confiable durante el uso,negativo,manual,v2
1166,El sistema respondio de forma deficiente,negativo,manual,v2
1167,El sistema empeoro la experiencia general,negativo,manual,v2
1168,El sistema fue fria y poco clara,negativo,manual,v2
1169,El sistema impidio avanzar correctamente,negativo,manual,v2
1170,El sistema tuvo un resultado negativo,negativo,manual,v2
1171,El sistema llego en mal estado,negativo,manual,v2
1172,El sistema se gestiono incorrectamente,negativo,manual,v2
1173,El sistema fue complicada y poco practica,negativo,manual,v2
1174,El sistema entrego informacion insuficiente,negativo,manual,v2
1175,El sistema mostro un desempeno inestable,negativo,manual,v2
1176,La compra fue lento y confuso,negativo,manual,v2
1177,La compra no resolvio el problema,negativo,manual,v2
1178,La compra presento fallas constantes,negativo,manual,v2
1179,La compra resulto insatisfactorio,negativo,manual,v2
1180,La compra tuvo demasiados errores,negativo,manual,v2
1181,La compra no cumplio lo esperado,negativo,manual,v2
1182,La compra se interrumpio sin aviso,negativo,manual,v2
1183,La compra fue dificil de completar,negativo,manual,v2
1184,La compra genero mucha confusion,negativo,manual,v2
1185,La compra tuvo baja calidad,negativo,manual,v2
1186,La compra fue incompleta y tardia,negativo,manual,v2
1187,La compra no ayudo a resolver la duda,negativo,manual,v2
1188,La compra se desarrollo con demoras,negativo,manual,v2
1189,La compra dejo una mala impresion,negativo,manual,v2
1190,La compra fue poco confiable durante el uso,negativo,manual,v2
1191,La compra respondio de forma deficiente,negativo,manual,v2
1192,La compra empeoro la experiencia general,negativo,manual,v2
1193,La compra fue fria y poco clara,negativo,manual,v2
1194,La compra impidio avanzar correctamente,negativo,manual,v2
1195,La compra tuvo un resultado negativo,negativo,manual,v2
1196,La compra llego en mal estado,negativo,manual,v2
1197,La compra se gestiono incorrectamente,negativo,manual,v2
1198,La compra fue complicada y poco practica,negativo,manual,v2
1199,La compra entrego informacion insuficiente,negativo,manual,v2
1200,La compra mostro un desempeno inestable,negativo,manual,v2
1201,El proceso fue lento y confuso,negativo,manual,v2
1202,El proceso no resolvio el problema,negativo,manual,v2
1203,El proceso presento fallas constantes,negativo,manual,v2
1204,El proceso resulto insatisfactorio,negativo,manual,v2
1205,El proceso tuvo demasiados errores,negativo,manual,v2
1206,El proceso no cumplio lo esperado,negativo,manual,v2
1207,El proceso se interrumpio sin aviso,negativo,manual,v2
1208,El proceso fue dificil de completar,negativo,manual,v2
1209,El proceso genero mucha confusion,negativo,manual,v2
1210,El proceso tuvo baja calidad,negativo,manual,v2
1211,El proceso fue incompleta y tardia,negativo,manual,v2
1212,El proceso no ayudo a resolver la duda,negativo,manual,v2
1213,El proceso se desarrollo con demoras,negativo,manual,v2
1214,El proceso dejo una mala impresion,negativo,manual,v2
1215,El proceso fue poco confiable durante el uso,negativo,manual,v2
1216,El proceso respondio de forma deficiente,negativo,manual,v2
1217,El proceso empeoro la experiencia general,negativo,manual,v2
1218,El proceso fue fria y poco clara,negativo,manual,v2
1219,El proceso impidio avanzar correctamente,negativo,manual,v2
1220,El proceso tuvo un resultado negativo,negativo,manual,v2
1221,El proceso llego en mal estado,negativo,manual,v2
1222,El proceso se gestiono incorrectamente,negativo,manual,v2
1223,El proceso fue complicada y poco practica,negativo,manual,v2
1224,El proceso entrego informacion insuficiente,negativo,manual,v2
1225,El proceso mostro un desempeno inestable,negativo,manual,v2
1226,La informacion fue lento y confuso,negativo,manual,v2
1227,La informacion no resolvio el problema,negativo,manual,v2
1228,La informacion presento fallas constantes,negativo,manual,v2
1229,La informacion resulto insatisfactorio,negativo,manual,v2
1230,La informacion tuvo demasiados errores,negativo,manual,v2
1231,La informacion no cumplio lo esperado,negativo,manual,v2
1232,La informacion se interrumpio sin aviso,negativo,manual,v2
1233,La informacion fue dificil de completar,negativo,manual,v2
1234,La informacion genero mucha confusion,negativo,manual,v2
1235,La informacion tuvo baja calidad,negativo,manual,v2
1236,La informacion fue incompleta y tardia,negativo,manual,v2
1237,La informacion no ayudo a resolver la duda,negativo,manual,v2
1238,La informacion se desarrollo con demoras,negativo,manual,v2
1239,La informacion dejo una mala impresion,negativo,manual,v2
1240,La informacion fue poco confiable durante el uso,negativo,manual,v2
1241,La informacion respondio de forma deficiente,negativo,manual,v2
1242,La informacion empeoro la experiencia general,negativo,manual,v2
1243,La informacion fue fria y poco clara,negativo,manual,v2
1244,La informacion impidio avanzar correctamente,negativo,manual,v2
1245,La informacion tuvo un resultado negativo,negativo,manual,v2
1246,La informacion llego en mal estado,negativo,manual,v2
1247,La informacion se gestiono incorrectamente,negativo,manual,v2
1248,La informacion fue complicada y poco practica,negativo,manual,v2
1249,La informacion entrego informacion insuficiente,negativo,manual,v2
1250,La informacion mostro un desempeno inestable,negativo,manual,v2
1251,La respuesta fue lento y confuso,negativo,manual,v2
1252,La respuesta no resolvio el problema,negativo,manual,v2
1253,La respuesta presento fallas constantes,negativo,manual,v2
1254,La respuesta resulto insatisfactorio,negativo,manual,v2
1255,La respuesta tuvo demasiados errores,negativo,manual,v2
1256,La respuesta no cumplio lo esperado,negativo,manual,v2
1257,La respuesta se interrumpio sin aviso,negativo,manual,v2
1258,La respuesta fue dificil de completar,negativo,manual,v2
1259,La respuesta genero mucha confusion,negativo,manual,v2
1260,La respuesta tuvo baja calidad,negativo,manual,v2
1261,La respuesta fue incompleta y tardia,negativo,manual,v2
1262,La respuesta no ayudo a resolver la duda,negativo,manual,v2
1263,La respuesta se desarrollo con demoras,negativo,manual,v2
1264,La respuesta dejo una mala impresion,negativo,manual,v2
1265,La respuesta fue poco confiable durante el uso,negativo,manual,v2
1266,La respuesta respondio de forma deficiente,negativo,manual,v2
1267,La respuesta empeoro la experiencia general,negativo,manual,v2
1268,La respuesta fue fria y poco clara,negativo,manual,v2
1269,La respuesta impidio avanzar correctamente,negativo,manual,v2
1270,La respuesta tuvo un resultado negativo,negativo,manual,v2
1271,La respuesta llego en mal estado,negativo,manual,v2
1272,La respuesta se gestiono incorrectamente,negativo,manual,v2
1273,La respuesta fue complicada y poco practica,negativo,manual,v2
1274,La respuesta entrego informacion insuficiente,negativo,manual,v2
1275,La respuesta mostro un desempeno inestable,negativo,manual,v2
1276,El tramite fue lento y confuso,negativo,manual,v2
1277,El tramite no resolvio el problema,negativo,manual,v2
1278,El tramite presento fallas constantes,negativo,manual,v2
1279,El tramite resulto insatisfactorio,negativo,manual,v2
1280,El tramite tuvo demasiados errores,negativo,manual,v2
1281,El tramite no cumplio lo esperado,negativo,manual,v2
1282,El tramite se interrumpio sin aviso,negativo,manual,v2
1283,El tramite fue dificil de completar,negativo,manual,v2
1284,El tramite genero mucha confusion,negativo,manual,v2
1285,El tramite tuvo baja calidad,negativo,manual,v2
1286,El tramite fue incompleta y tardia,negativo,manual,v2
1287,El tramite no ayudo a resolver la duda,negativo,manual,v2
1288,El tramite se desarrollo con demoras,negativo,manual,v2
1289,El tramite dejo una mala impresion,negativo,manual,v2
1290,El tramite fue poco confiable durante el uso,negativo,manual,v2
1291,El tramite respondio de forma deficiente,negativo,manual,v2
1292,El tramite empeoro la experiencia general,negativo,manual,v2
1293,El tramite fue fria y poco clara,negativo,manual,v2
1294,El tramite impidio avanzar correctamente,negativo,manual,v2
1295,El tramite tuvo un resultado negativo,negativo,manual,v2
1296,El tramite llego en mal estado,negativo,manual,v2
1297,El tramite se gestiono incorrectamente,negativo,manual,v2
1298,El tramite fue complicada y poco practica,negativo,manual,v2
1299,El tramite entrego informacion insuficiente,negativo,manual,v2
1300,El tramite mostro un desempeno inestable,negativo,manual,v2
1301,La herramienta fue lento y confuso,negativo,manual,v2
1302,La herramienta no resolvio el problema,negativo,manual,v2
1303,La herramienta presento fallas constantes,negativo,manual,v2
1304,La herramienta resulto insatisfactorio,negativo,manual,v2
1305,La herramienta tuvo demasiados errores,negativo,manual,v2
1306,La herramienta no cumplio lo esperado,negativo,manual,v2
1307,La herramienta se interrumpio sin aviso,negativo,manual,v2
1308,La herramienta fue dificil de completar,negativo,manual,v2
1309,La herramienta genero mucha confusion,negativo,manual,v2
1310,La herramienta tuvo baja calidad,negativo,manual,v2
1311,La herramienta fue incompleta y tardia,negativo,manual,v2
1312,La herramienta no ayudo a resolver la duda,negativo,manual,v2
1313,La herramienta se desarrollo con demoras,negativo,manual,v2
1314,La herramienta dejo una mala impresion,negativo,manual,v2
1315,La herramienta fue poco confiable durante el uso,negativo,manual,v2
1316,La herramienta respondio de forma deficiente,negativo,manual,v2
1317,La herramienta empeoro la experiencia general,negativo,manual,v2
1318,La herramienta fue fria y poco clara,negativo,manual,v2
1319,La herramienta impidio avanzar correctamente,negativo,manual,v2
1320,La herramienta tuvo un resultado negativo,negativo,manual,v2
1321,La herramienta llego en mal estado,negativo,manual,v2
1322,La herramienta se gestiono incorrectamente,negativo,manual,v2
1323,La herramienta fue complicada y poco practica,negativo,manual,v2
1324,La herramienta entrego informacion insuficiente,negativo,manual,v2
1325,La herramienta mostro un desempeno inestable,negativo,manual,v2
1326,El pedido fue lento y confuso,negativo,manual,v2
1327,El pedido no resolvio el problema,negativo,manual,v2
1328,El pedido presento fallas constantes,negativo,manual,v2
1329,El pedido resulto insatisfactorio,negativo,manual,v2
1330,El pedido tuvo demasiados errores,negativo,manual,v2
1331,El pedido no cumplio lo esperado,negativo,manual,v2
1332,El pedido se interrumpio sin aviso,negativo,manual,v2
1333,El pedido fue dificil de completar,negativo,manual,v2
1334,El pedido genero mucha confusion,negativo,manual,v2
1335,El pedido tuvo baja calidad,negativo,manual,v2
1336,El pedido fue incompleta y tardia,negativo,manual,v2
1337,El pedido no ayudo a resolver la duda,negativo,manual,v2
1338,El pedido se desarrollo con demoras,negativo,manual,v2
1339,El pedido dejo una mala impresion,negativo,manual,v2
1340,El pedido fue poco confiable durante el uso,negativo,manual,v2
1341,El pedido respondio de forma deficiente,negativo,manual,v2
1342,El pedido empeoro la experiencia general,negativo,manual,v2
1343,El pedido fue fria y poco clara,negativo,manual,v2
1344,El pedido impidio avanzar correctamente,negativo,manual,v2
1345,El pedido tuvo un resultado negativo,negativo,manual,v2
1346,El pedido llego en mal estado,negativo,manual,v2
1347,El pedido se gestiono incorrectamente,negativo,manual,v2
1348,El pedido fue complicada y poco practica,negativo,manual,v2
1349,El pedido entrego informacion insuficiente,negativo,manual,v2
1350,El pedido mostro un desempeno inestable,negativo,manual,v2
1351,La experiencia fue lento y confuso,negativo,manual,v2
1352,La experiencia no resolvio el problema,negativo,manual,v2
1353,La experiencia presento fallas constantes,negativo,manual,v2
1354,La experiencia resulto insatisfactorio,negativo,manual,v2
1355,La experiencia tuvo demasiados errores,negativo,manual,v2
1356,La experiencia no cumplio lo esperado,negativo,manual,v2
1357,La experiencia se interrumpio sin aviso,negativo,manual,v2
1358,La experiencia fue dificil de completar,negativo,manual,v2
1359,La experiencia genero mucha confusion,negativo,manual,v2
1360,La experiencia tuvo baja calidad,negativo,manual,v2
1361,La experiencia fue incompleta y tardia,negativo,manual,v2
1362,La experiencia no ayudo a resolver la duda,negativo,manual,v2
1363,La experiencia se desarrollo con demoras,negativo,manual,v2
1364,La experiencia dejo una mala impresion,negativo,manual,v2
1365,La experiencia fue poco confiable durante el uso,negativo,manual,v2
1366,La experiencia respondio de forma deficiente,negativo,manual,v2
1367,La experiencia empeoro la experiencia general,negativo,manual,v2
1368,La experiencia fue fria y poco clara,negativo,manual,v2
1369,La experiencia impidio avanzar correctamente,negativo,manual,v2
1370,La experiencia tuvo un resultado negativo,negativo,manual,v2
1371,La experiencia llego en mal estado,negativo,manual,v2
1372,La experiencia se gestiono incorrectamente,negativo,manual,v2
1373,La experiencia fue complicada y poco practica,negativo,manual,v2
1374,La experiencia entrego informacion insuficiente,negativo,manual,v2
1375,La experiencia mostro un desempeno inestable,negativo,manual,v2
1376,La guia fue lento y confuso,negativo,manual,v2
1377,La guia no resolvio el problema,negativo,manual,v2
1378,La guia presento fallas constantes,negativo,manual,v2
1379,La guia resulto insatisfactorio,negativo,manual,v2
1380,La guia tuvo demasiados errores,negativo,manual,v2
1381,La guia no cumplio lo esperado,negativo,manual,v2
1382,La guia se interrumpio sin aviso,negativo,manual,v2
1383,La guia fue dificil de completar,negativo,manual,v2
1384,La guia genero mucha confusion,negativo,manual,v2
1385,La guia tuvo baja calidad,negativo,manual,v2
1386,La guia fue incompleta y tardia,negativo,manual,v2
1387,La guia no ayudo a resolver la duda,negativo,manual,v2
1388,La guia se desarrollo con demoras,negativo,manual,v2
1389,La guia dejo una mala impresion,negativo,manual,v2
1390,La guia fue poco confiable durante el uso,negativo,manual,v2
1391,La guia respondio de forma deficiente,negativo,manual,v2
1392,La guia empeoro la experiencia general,negativo,manual,v2
1393,La guia fue fria y poco clara,negativo,manual,v2
1394,La guia impidio avanzar correctamente,negativo,manual,v2
1395,La guia tuvo un resultado negativo,negativo,manual,v2
1396,La guia llego en mal estado,negativo,manual,v2
1397,La guia se gestiono incorrectamente,negativo,manual,v2
1398,La guia fue complicada y poco practica,negativo,manual,v2
1399,La guia entrego informacion insuficiente,negativo,manual,v2
1400,La guia mostro un desempeno inestable,negativo,manual,v2
1401,La solicitud fue lento y confuso,negativo,manual,v2
1402,La solicitud no resolvio el problema,negativo,manual,v2
1403,La solicitud presento fallas constantes,negativo,manual,v2
1404,La solicitud resulto insatisfactorio,negativo,manual,v2
1405,La solicitud tuvo demasiados errores,negativo,manual,v2
1406,La solicitud no cumplio lo esperado,negativo,manual,v2
1407,La solicitud se interrumpio sin aviso,negativo,manual,v2
1408,La solicitud fue dificil de completar,negativo,manual,v2
1409,La solicitud genero mucha confusion,negativo,manual,v2
1410,La solicitud tuvo baja calidad,negativo,manual,v2
1411,La solicitud fue incompleta y tardia,negativo,manual,v2
1412,La solicitud no ayudo a resolver la duda,negativo,manual,v2
1413,La solicitud se desarrollo con demoras,negativo,manual,v2
1414,La solicitud dejo una mala impresion,negativo,manual,v2
1415,La solicitud fue poco confiable durante el uso,negativo,manual,v2
1416,La solicitud respondio de forma deficiente,negativo,manual,v2
1417,La solicitud empeoro la experiencia general,negativo,manual,v2
1418,La solicitud fue fria y poco clara,negativo,manual,v2
1419,La solicitud impidio avanzar correctamente,negativo,manual,v2
1420,La solicitud tuvo un resultado negativo,negativo,manual,v2
1421,La solicitud llego en mal estado,negativo,manual,v2
1422,La solicitud se gestiono incorrectamente,negativo,manual,v2
1423,La solicitud fue complicada y poco practica,negativo,manual,v2
1424,La solicitud entrego informacion insuficiente,negativo,manual,v2
1425,La solicitud mostro un desempeno inestable,negativo,manual,v2
1426,El reporte fue lento y confuso,negativo,manual,v2
1427,El reporte no resolvio el problema,negativo,manual,v2
1428,El reporte presento fallas constantes,negativo,manual,v2
1429,El reporte resulto insatisfactorio,negativo,manual,v2
1430,El reporte tuvo demasiados errores,negativo,manual,v2
1431,El reporte no cumplio lo esperado,negativo,manual,v2
1432,El reporte se interrumpio sin aviso,negativo,manual,v2
1433,El reporte fue dificil de completar,negativo,manual,v2
1434,El reporte genero mucha confusion,negativo,manual,v2
1435,El reporte tuvo baja calidad,negativo,manual,v2
1436,El reporte fue incompleta y tardia,negativo,manual,v2
1437,El reporte no ayudo a resolver la duda,negativo,manual,v2
1438,El reporte se desarrollo con demoras,negativo,manual,v2
1439,El reporte dejo una mala impresion,negativo,manual,v2
1440,El reporte fue poco confiable durante el uso,negativo,manual,v2
1441,El reporte respondio de forma deficiente,negativo,manual,v2
1442,El reporte empeoro la experiencia general,negativo,manual,v2
1443,El reporte fue fria y poco clara,negativo,manual,v2
1444,El reporte impidio avanzar correctamente,negativo,manual,v2
1445,El reporte tuvo un resultado negativo,negativo,manual,v2
1446,El reporte llego en mal estado,negativo,manual,v2
1447,El reporte se gestiono incorrectamente,negativo,manual,v2
1448,El reporte fue complicada y poco practica,negativo,manual,v2
1449,El reporte entrego informacion insuficiente,negativo,manual,v2
1450,El reporte mostro un desempeno inestable,negativo,manual,v2
1451,La orientacion fue lento y confuso,negativo,manual,v2
1452,La orientacion no resolvio el problema,negativo,manual,v2
1453,La orientacion presento fallas constantes,negativo,manual,v2
1454,La orientacion resulto insatisfactorio,negativo,manual,v2
1455,La orientacion tuvo demasiados errores,negativo,manual,v2
1456,La orientacion no cumplio lo esperado,negativo,manual,v2
1457,La orientacion se interrumpio sin aviso,negativo,manual,v2
1458,La orientacion fue dificil de completar,negativo,manual,v2
1459,La orientacion genero mucha confusion,negativo,manual,v2
1460,La orientacion tuvo baja calidad,negativo,manual,v2
1461,La orientacion fue incompleta y tardia,negativo,manual,v2
1462,La orientacion no ayudo a resolver la duda,negativo,manual,v2
1463,La orientacion se desarrollo con demoras,negativo,manual,v2
1464,La orientacion dejo una mala impresion,negativo,manual,v2
1465,La orientacion fue poco confiable durante el uso,negativo,manual,v2
1466,La orientacion respondio de forma deficiente,negativo,manual,v2
1467,La orientacion empeoro la experiencia general,negativo,manual,v2
1468,La orientacion fue fria y poco clara,negativo,manual,v2
1469,La orientacion impidio avanzar correctamente,negativo,manual,v2
1470,La orientacion tuvo un resultado negativo,negativo,manual,v2
1471,La orientacion llego en mal estado,negativo,manual,v2
1472,La orientacion se gestiono incorrectamente,negativo,manual,v2
1473,La orientacion fue complicada y poco practica,negativo,manual,v2
1474,La orientacion entrego informacion insuficiente,negativo,manual,v2
1475,La orientacion mostro un desempeno inestable,negativo,manual,v2
1476,La gestion fue lento y confuso,negativo,manual,v2
1477,La gestion no resolvio el problema,negativo,manual,v2
1478,La gestion presento fallas constantes,negativo,manual,v2
1479,La gestion resulto insatisfactorio,negativo,manual,v2
1480,La gestion tuvo demasiados errores,negativo,manual,v2
1481,La gestion no cumplio lo esperado,negativo,manual,v2
1482,La gestion se interrumpio sin aviso,negativo,manual,v2
1483,La gestion fue dificil de completar,negativo,manual,v2
1484,La gestion genero mucha confusion,negativo,manual,v2
1485,La gestion tuvo baja calidad,negativo,manual,v2
1486,La gestion fue incompleta y tardia,negativo,manual,v2
1487,La gestion no ayudo a resolver la duda,negativo,manual,v2
1488,La gestion se desarrollo con demoras,negativo,manual,v2
1489,La gestion dejo una mala impresion,negativo,manual,v2
1490,La gestion fue poco confiable durante el uso,negativo,manual,v2
1491,La gestion respondio de forma deficiente,negativo,manual,v2
1492,La gestion empeoro la experiencia general,negativo,manual,v2
1493,La gestion fue fria y poco clara,negativo,manual,v2
1494,La gestion impidio avanzar correctamente,negativo,manual,v2
1495,La gestion tuvo un resultado negativo,negativo,manual,v2
1496,La gestion llego en mal estado,negativo,manual,v2
1497,La gestion se gestiono incorrectamente,negativo,manual,v2
1498,La gestion fue complicada y poco practica,negativo,manual,v2
1499,La gestion entrego informacion insuficiente,negativo,manual,v2
1500,La gestion mostro un desempeno inestable,negativo,manual,v2
